# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
11000 20 30020
  7 0.325 1511.27 296.382
  8 0.375 1483.84 301.604
  9 0.425 1466.2 290.985
  10 0.475 1516.5 292.393
  11 0.525 1449.27 287.795
  12 0.575 1527.56 288.92
  13 0.625 1492.31 290.32
  14 0.675 1460.26 287.761
  15 0.725 1512.5 296.275
  16 0.775 1449.2 299.556
  17 0.825 1522.57 300.511
  18 0.875 1598.31 300.333
  19 0.925 1500.84 302.764
  20 0.975 1488.01 310.96
37000 20 30020
  1 0.025 1527.09 309.231
  2 0.075 1545.13 310.592
  3 0.125 1411.77 312.162
  4 0.175 1539.41 299.948
  5 0.225 1514.64 295.622
  6 0.275 1508.32 303.253
  7 0.325 1499.86 298.887
  8 0.375 1481.45 296.873
  9 0.425 1458.51 295.387
  10 0.475 1516.93 291.733
  11 0.525 1447.75 291.111
  12 0.575 1516.79 289.493
  13 0.625 1506.93 287.28
  14 0.675 1460.64 287.544
  15 0.725 1514.48 293.787
  16 0.775 1454.72 297.49
  17 0.825 1529.44 300.392
  18 0.875 1596.86 300.155
  19 0.925 1503.7 303.171
  20 0.975 1485.58 310.193
38000 20 30020
  1 0.025 1507.59 311.736
  2 0.075 1546.03 311.929
  3 0.125 1411.28 306.308
  4 0.175 1537.6 298.516
  5 0.225 1491.08 302.222
  6 0.275 1509.01 297.874
  7 0.325 1520.5 295.972
  8 0.375 1487.21 295.455
  9 0.425 1453.52 300.025
  10 0.475 1512.36 293.118
  11 0.525 1454.75 291.748
  12 0.575 1530.11 289.947
  13 0.625 1508.59 286.547
  14 0.675 1453.5 289.996
  15 0.725 1509.42 290.122
  16 0.775 1462.71 297.143
  17 0.825 1525.87 302.533
  18 0.875 1606.4 302.105
  19 0.925 1486.71 302.721
  20 0.975 1505.76 308.491
39000 20 30019.999999999996
  1 0.025 1530.62 309.891
  2 0.075 1553.05 307.697
  3 0.125 1400.27 313.648
  4 0.175 1531.83 298.216
  5 0.225 1495.28 299.739
  6 0.275 1516.29 299.62
  7 0.325 1511.73 298.205
  8 0.375 1494.19 297.481
  9 0.425 1464.98 294.789
  10 0.475 1506.12 290.447
  11 0.525 1467.51 291.389
  12 0.575 1514.85 291.586
  13 0.625 1509.16 288.929
  14 0.675 1448.07 288.622
  15 0.725 1513.3 292.457
  16 0.775 1464.28 295.856
  17 0.825 1517.35 297.156
  18 0.875 1601.18 306.38
  19 0.925 1496.97 305.1
  20 0.975 1482.97 306.073
40000 20 30020.000000000004
  1 0.025 1511.78 310.737
  2 0.075 1552.97 306.841
