# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020.000000000004
  10 0.475 1675.74 252.4
  11 0.525 1612.99 250.033
  12 0.575 1520.17 253.534
  13 0.625 1629.06 274.729
  14 0.675 1601.36 283.645
  15 0.725 1634.82 294.124
  16 0.775 1578.15 297.906
  17 0.825 1583.7 309.095
  18 0.875 1592.47 313.102
  19 0.925 1627.8 328.264
  20 0.975 1601.55 341.156
31000 20 32020.000000000004
  1 0.025 1537.52 350.487
  2 0.075 1627.4 346.758
  3 0.125 1573.17 330.867
  4 0.175 1583.95 317.204
  5 0.225 1617.68 305.094
  6 0.275 1556.11 297.511
  7 0.325 1669.73 288.046
  8 0.375 1605.48 281.293
  9 0.425 1618.52 267.082
  10 0.475 1663.67 258.341
  11 0.525 1609.36 249.061
  12 0.575 1518.41 254.427
  13 0.625 1632.71 271.044
  14 0.675 1616.95 285.858
  15 0.725 1634.17 294.416
  16 0.775 1583.47 299.312
  17 0.825 1569.84 305.825
  18 0.875 1583.54 314.911
  19 0.925 1620.13 329.882
  20 0.975 1598.19 345.691
32000 20 32019.999999999996
  1 0.025 1539.37 348.732
  2 0.075 1629.92 344.946
  3 0.125 1568.01 329.208
  4 0.175 1596.54 320.024
  5 0.225 1614.81 307.373
  6 0.275 1575.38 295.768
  7 0.325 1667.54 285.389
  8 0.375 1599.9 283.387
  9 0.425 1620.17 266.417
  10 0.475 1660.88 256.779
  11 0.525 1612.89 251.269
  12 0.575 1514 256.567
  13 0.625 1623.93 270.558
  14 0.675 1615.83 285.154
  15 0.725 1621.01 293.372
  16 0.775 1574.05 297.521
  17 0.825 1567.6 307.863
  18 0.875 1576.13 316.469
  19 0.925 1626.64 331.642
  20 0.975 1615.4 340.43
33000 20 32020.000000000004
  1 0.025 1561.83 347.244
  2 0.075 1627.61 345.448
  3 0.125 1573.25 333.343
  4 0.175 1584.5 319.819
  5 0.225 1621.74 306.816
  6 0.275 1554.96 295.747
  7 0.325 1672.09 284.535
  8 0.375 1608.85 285.341
  9 0.425 1642.43 271.683
  10 0.475 1652.51 250.763
  11 0.525 1632.17 249.675
  12 0.575 1486.5 257.69
  13 0.625 1632.45 272.663
  14 0.675 1609.42 282.487
  15 0.725 1628.53 290.624
  16 0.775 1575.82 299.407
  17 0.825 1558.9 310.864
  18 0.875 1572.77 315.623
  19 0.925 1622.83 329.506
  20 0.975 1600.84 342.27
34000 20 32020
  1 0.025 1540.03 348.823
  2 0.075 1639.61 345.194
  3 0.125 1580.07 335.749
  4 0.175 1579.49 314.318
  5 0.225 1609.53 304.763
  6 0.275 1580.77 294.355
  7 0.325 1675.72 286.833
  8 0.375 1610.94 281.751
  9 0.425 1619.74 273.695
  10 0.475 1666.01 253.899
  11 0.525 1621.45 248.759
  12 0.575 1504.3 259.313
  13 0.625 1591.7 272.738
  14 0.675 1622.28 280.711
  15 0.725 1631.81 291.195
  16 0.775 1573.8 300.735
  17 0.825 1566.94 308.331
  18 0.875 1582.52 318.042
  19 0.925 1615.9 329.505
  20 0.975 1607.39 345.392
35000 20 32020
  1 0.025 1544.03 347.174
  2 0.075 1629.06 344.24
  3 0.125 1559.54 335.056
  4 0.175 1613.09 314.625
  5 0.225 1600.15 310.263
