# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32019.999999999993
35000 20 32020
  1 0.025 1633.23 348.691
  2 0.075 1577.95 345.736
  3 0.125 1571.38 335.292
  4 0.175 1599.64 324.403
  5 0.225 1632.55 314.107
  6 0.275 1552.03 299.601
  7 0.325 1570.31 286.985
  8 0.375 1638.35 274.681
  9 0.425 1592.46 265.906
  10 0.475 1613.21 254.329
  11 0.525 1614.88 248.469
  12 0.575 1614.57 254.793
  13 0.625 1595.66 261.153
  14 0.675 1615.16 275.418
  15 0.725 1633.76 283.229
  16 0.775 1587.23 303.735
  17 0.825 1598.15 311.143
  18 0.875 1655.5 320.81
  19 0.925 1546.87 334.191
  20 0.975 1577.11 339.463
36000 20 32020
  1 0.025 1624.03 348.387
  2 0.075 1593.53 343.702
  3 0.125 1555.79 341.208
  4 0.175 1614.68 319.823
  5 0.225 1618.99 316.138
  6 0.275 1576.84 299.456
  7 0.325 1548.73 288.536
  8 0.375 1628.07 275.72
  9 0.425 1600.83 264.227
  10 0.475 1619.19 252.357
  11 0.525 1622.65 249.234
  12 0.575 1620.65 250.258
  13 0.625 1593.76 262.045
  14 0.675 1642.44 276.918
  15 0.725 1628.08 282.828
  16 0.775 1577.1 300.286
  17 0.825 1595.82 315.825
  18 0.875 1648.4 317.887
  19 0.925 1550.82 327.293
  20 0.975 1559.6 342.824
37000 20 32020.000000000004
  1 0.025 1629.25 348.409
  2 0.075 1587.89 344.848
  3 0.125 1558.21 340.623
  4 0.175 1595.35 320.041
  5 0.225 1632.05 313.925
  6 0.275 1574.94 298.399
  7 0.325 1565.64 286.34
  8 0.375 1620.36 274.835
  9 0.425 1588.79 264.619
  10 0.475 1622.4 253.423
  11 0.525 1620.23 251.507
  12 0.575 1599.11 252.735
  13 0.625 1609.94 264.468
  14 0.675 1632.21 277.71
  15 0.725 1629.97 279.177
  16 0.775 1599.17 300.572
  17 0.825 1598.81 316.413
  18 0.875 1658.49 318.553
  19 0.925 1547.3 330.256
  20 0.975 1549.89 341.857
38000 20 32019.999999999993
  1 0.025 1634.93 349.161
  2 0.075 1592.1 346.719
  3 0.125 1564.04 342.669
  4 0.175 1606.21 317.289
  5 0.225 1624.93 312.131
  6 0.275 1545.48 301.768
  7 0.325 1567.66 286.307
  8 0.375 1628.8 273.258
  9 0.425 1598.76 262.736
  10 0.475 1611.99 253.753
  11 0.525 1622.05 251.952
  12 0.575 1596.32 255.136
  13 0.625 1609.39 264.104
  14 0.675 1625.1 276.365
  15 0.725 1631.39 283.004
  16 0.775 1595.33 300.468
  17 0.825 1601 312.494
  18 0.875 1677.67 315.754
  19 0.925 1526.59 332.1
  20 0.975 1560.26 344.695
39000 20 32020.000000000004
  1 0.025 1628.81 350.143
  2 0.075 1586.98 346.712
  3 0.125 1560.57 337.054
  4 0.175 1608.46 318.412
  5 0.225 1625.68 313.732
  6 0.275 1563.67 298.728
  7 0.325 1557.35 286.962
  8 0.375 1640.74 274.777
  9 0.425 1591.86 262.291
  10 0.475 1605.11 254.713
  11 0.525 1626.8 250.985
  12 0.575 1601.76 254.518
  13 0.625 1605.47 269.262
  14 0.675 1633.86 275.913
  15 0.725 1621.97 283.968
  16 0.775 1577.75 301.346
  17 0.825 1597.7 309.326
  18 0.875 1662.63 316.052
  19 0.925 1549.76 328.967
  20 0.975 1573.07 343.607
40000 20 32019.999999999996
  1 0.025 1611.81 347.868
  2 0.075 1580.15 348.207
  3 0.125 1561.73 338.134
  4 0.175 1612.26 321.073
  5 0.225 1644.67 309.029
  6 0.275 1585.15 301.748
  7 0.325 1538.61 291.493
  8 0.375 1640.6 278.851
  9 0.425 1581.78 262.41
  10 0.475 1613.62 252.731
  11 0.525 1617.72 252.741
  12 0.575 1617.53 257.741
  13 0.625 1601.62 268.845
  14 0.675 1639.19 275.386
  15 0.725 1610.67 281.953
  16 0.775 1583.09 297.084
  17 0.825 1596.71 309.886
  18 0.875 1660.37 320.842
  19 0.925 1559.19 331.686
  20 0.975 1563.53 343.585
41000 20 32020
  1 0.025 1613.98 349.413
  2 0.075 1586.12 346.724
  3 0.125 1558.88 336.053
  4 0.175 1610.47 323.706
  5 0.225 1624.65 310.08
  6 0.275 1580.48 296.598
  7 0.325 1559.42 291.534
  8 0.375 1630.4 279.291
  9 0.425 1565.8 261.523
  10 0.475 1601.65 253.955
  11 0.525 1624.22 250.78
  12 0.575 1614.98 254.835
  13 0.625 1607.61 265.364
  14 0.675 1654.54 276.105
  15 0.725 1608.64 284.256
  16 0.775 1605.65 300.35
  17 0.825 1601.1 311.562
  18 0.875 1675.36 321.895
  19 0.925 1543.02 333.23
  20 0.975 1553.03 343.398
42000 20 32020
  1 0.025 1613.26 350.304
  2 0.075 1596.98 344.275
  3 0.125 1555.81 335.906
  4 0.175 1619.97 322.93
  5 0.225 1622.3 307.799
  6 0.275 1557.85 298.873
  7 0.325 1553.02 290.809
  8 0.375 1625.81 277.561
  9 0.425 1577.2 263.006
  10 0.475 1600.91 254.091
  11 0.525 1636.55 252.718
  12 0.575 1614.14 257.922
  13 0.625 1601.94 264.694
  14 0.675 1640.99 273.838
  15 0.725 1621.45 284.536
  16 0.775 1589.18 301.795
  17 0.825 1608.09 309.774
  18 0.875 1672.87 321.29
  19 0.925 1540.11 334.708
  20 0.975 1571.57 341.489
43000 20 32020.000000000004
