,mean,std
TotEng,113738.49,234.43141607169332
Density,1.0919387200000001,0.00167187378120354
Mn,29643.285091338133,16146.011933751197
DPn,299.2,162.97840347727058
PDI,1.2966728998306225,0.0
%mm,0.9029800396480168,0.01981991285163717
herman_x,-0.0030941229071191523,0.0016293541166645044
herman_y,-0.0012192355283686905,0.001105621178141609
herman_z,0.004313358435487843,0.0016521114810261837
herman_avg,-0.007003856259740919,0.0014826223267248887
shape_aniso,0.36970127200634295,0.2309780746114025
Rg,812.1051795536798,360.74538582024985
ehex_kappa,0.2563668381516988,0.011666485663528212
ehex_kappa_x,0.24373864095785414,
ehex_kappa_y,0.26674337006651566,
ehex_kappa_z,0.2586185034307266,
lav_kappa,0.28296528222153994,0.004297362604664752
lav_kappa_x,0.278005632904173,
lav_kappa_y,0.28558198033465265,
lav_kappa_z,0.28530823342579414,
