,mean,std
TotEng,37906.44283333334,143.9965985673668
Density,1.1007052666666666,0.002984880765172842
Mn,9908.857040864099,1.8189894035458565e-12
DPn,100.0,0.0
PDI,1.0000000000000004,0.0
%mm,0.8979591836734695,0.024994793293705905
herman_x,0.010979549807555488,0.0029158826730181476
herman_y,-0.006811275802459981,0.002270716749709454
herman_z,-0.004168274005095519,0.003024019631807908
herman_avg,-0.0016425943596105608,0.0017130210851296773
shape_aniso,0.4241906456662153,0.1587531776587608
Rg,360.51252094956124,154.6948909478137
ehex_kappa,0.22366538428684687,0.0023764450890357493
ehex_kappa_x,0.2217115665483312,
ehex_kappa_y,0.22297362948576896,
ehex_kappa_z,0.22631095682644042,
lav_kappa,0.2758341577630363,0.0067021702964806425
lav_kappa_x,0.28175015947368914,
lav_kappa_y,0.2685553028830185,
lav_kappa_z,0.27719701093240134,
mp_kappa,0.23629556698729356,0.00473897831794497
mp_kappa_x,0.23368553387317995,
mp_kappa_y,0.23343540517417516,
mp_kappa_z,0.24176576191452556,
gk_kappa,1.4731956133333333,0.002014443595248258
gk_kappa_x,1.4438250533333337,0.0016028004865909326
gk_kappa_y,1.5750490966666664,0.0026881763217625966
gk_kappa_z,1.4007126800000003,0.005528435936476437
