,mean,std
TotEng,114171.33966666668,256.2282889505088
Density,1.092867816666667,0.0016537488384718785
Mn,29752.26034663712,17048.06215284737
DPn,300.3,172.08372962020553
PDI,1.3283296538148874,0.0
%mm,0.8974916770666411,0.020175628840608046
herman_x,0.003219380062435334,0.001339863431346241
herman_y,-0.000953889377571295,0.00141126132199604
herman_z,-0.00226549068486405,0.0016483481236856513
herman_avg,0.008333229803008052,0.0013396011554503058
shape_aniso,0.38645497058708767,0.09146315266742523
Rg,865.4544903351219,230.87446115867098
ehex_kappa,0.257847136850794,0.01362526113683283
ehex_kappa_x,0.2735458139746896,
ehex_kappa_y,0.2490970244733711,
ehex_kappa_z,0.25089857210432137,
lav_kappa,0.28118972043092144,0.005327152871815133
lav_kappa_x,0.2870965254862819,
lav_kappa_y,0.2797231932336454,
lav_kappa_z,0.27674944257283707,
