,mean,std
TotEng,37977.9059,145.03469280220864
Density,1.0923222666666665,0.0029522518908667735
Mn,9908.857040864099,1.8189894035458565e-12
DPn,100.0,0.0
PDI,1.0000000000000004,0.0
%mm,0.8908163265306124,0.023291249409210898
herman_x,2.5572469502926373e-05,0.0038530809837367497
herman_y,0.012084854668339336,0.003407170546997155
herman_z,-0.012110427137842246,0.003669589317610363
herman_avg,-0.011424832703376415,0.003608941587828334
shape_aniso,0.5721992328063403,0.2031498695586426
Rg,448.0140250892837,173.6297244253561
ehex_kappa,0.22108828493223265,0.02639569357712187
ehex_kappa_x,0.2018030655723292,
ehex_kappa_y,0.2511708768797309,
ehex_kappa_z,0.21029091234463781,
lav_kappa,0.2690111420230668,0.018548011110605726
lav_kappa_x,0.2613485610850445,
lav_kappa_y,0.2901627199084388,
lav_kappa_z,0.2555221450757172,
mp_kappa,0.23346835538157454,0.0261582208579797
mp_kappa_x,0.21641234946439872,
mp_kappa_y,0.26358505943749094,
mp_kappa_z,0.220407657242834,
gk_kappa,1.3856615333333333,0.0021991563815642384
gk_kappa_x,1.5108122033333333,0.005813768779697173
gk_kappa_y,1.3641998066666672,0.0029334865079573666
gk_kappa_z,1.28197258,0.004757183350753863
