,mean,std
TotEng,37533.829699999995,128.521648634787
Density,1.0904554333333334,0.0032795888812296474
Mn,9789.974944174513,5481.41156360832
DPn,98.8,55.32955810414538
PDI,1.3134885352855623,0.0
%mm,0.860302596865453,0.0979058291900674
herman_x,0.011232006412163346,0.002812593389262092
herman_y,-0.011996770796799519,0.0023670769538859564
herman_z,0.0007647643846362299,0.003608933630769929
herman_avg,-0.006630218905170932,0.0042732193245199335
shape_aniso,0.6021105869297577,0.23553097199566705
Rg,389.6668815457639,226.5599165885995
ehex_kappa,0.22223338054015204,0.021573138484298263
ehex_kappa_x,0.24206328492165638,
ehex_kappa_y,0.19926157293823724,
ehex_kappa_z,0.2253752837605625,
lav_kappa,0.2724107931803518,0.010855637351934646
lav_kappa_x,0.2841513320029393,
lav_kappa_y,0.2627372786503199,
lav_kappa_z,0.2703437688877961,
mp_kappa,0.22849995112064916,0.022649946597270734
mp_kappa_x,0.24949589156204646,
mp_kappa_y,0.2044965025820534,
mp_kappa_z,0.23150745921784768,
gk_kappa,1.455754526666667,0.0020837787504060295
gk_kappa_x,1.5041856166666665,0.0027128505020115757
gk_kappa_y,1.43193588,0.0035368006671137927
gk_kappa_z,1.4311420900000003,0.0017065353744881156
