,mean,std
TotEng,38011.714466666665,120.3432169470051
Density,1.0957776333333333,0.002431123887867682
Mn,9908.857040864099,1.8189894035458565e-12
DPn,100.0,0.0
PDI,1.0000000000000004,0.0
%mm,0.9173469387755102,0.028296784946657258
herman_x,0.001166488732727373,0.002762927572871301
herman_y,0.007314322023577026,0.002440069777711437
herman_z,-0.008480810756304375,0.0023385588749866527
herman_avg,-0.003067475709970243,0.002910356975324934
shape_aniso,0.4462238944599636,0.2295628741899377
Rg,333.3598090259601,116.59388524354817
ehex_kappa,0.22403854421802652,0.007322076257853379
ehex_kappa_x,0.2168200313820563,
ehex_kappa_y,0.22383563523383934,
ehex_kappa_z,0.231459966038184,
lav_kappa,0.2735628239961279,0.006458377711434324
lav_kappa_x,0.2670132513098682,
lav_kappa_y,0.2799259700793305,
lav_kappa_z,0.273749250599185,
mp_kappa,0.23377293749990183,0.007369753077930764
mp_kappa_x,0.22541046658113587,
mp_kappa_y,0.23658849710855565,
mp_kappa_z,0.23931984881001403,
gk_kappa,1.4300520600000002,0.001353380577919465
gk_kappa_x,1.5891171233333332,0.002959042246459709
gk_kappa_y,1.3204918833333334,0.003923891905351741
gk_kappa_z,1.3805471666666667,0.0045744544732477166
