,mean,std
TotEng,37909.694599999995,134.0034210506686
Density,1.09757199,0.0023919202086146764
Mn,9898.950199473324,5714.8737518932685
DPn,99.9,57.68613351577656
PDI,1.3332997614366309,0.0
%mm,0.922345233562047,0.02301436744178161
herman_x,0.007281049511874066,0.0024829939108912875
herman_y,0.010895993195214114,0.002839518032127407
herman_z,-0.01817704270708818,0.0019174448232774
herman_avg,-0.007632725934577739,0.00258632898788369
shape_aniso,0.5356251572193977,0.2567830538992119
Rg,360.9106949772375,148.15080361758783
ehex_kappa,0.22663003283846286,0.027891115111257154
ehex_kappa_x,0.23631981793924564,
ehex_kappa_y,0.1951863555287092,
ehex_kappa_z,0.24838392504743376,
lav_kappa,0.2730090121775546,0.0025703651443894277
lav_kappa_x,0.27505448194556087,
lav_kappa_y,0.27012380124092117,
lav_kappa_z,0.2738487533461818,
mp_kappa,0.23638875989168043,0.026195670233208092
mp_kappa_x,0.2492952297953531,
mp_kappa_y,0.2062441675507839,
mp_kappa_z,0.25362688232890435,
gk_kappa,1.38239841,0.0016072245740019963
gk_kappa_x,1.5034328099999998,0.0020828758675331066
gk_kappa_y,1.3794858366666667,0.0023192116859983344
gk_kappa_z,1.2642765833333336,0.0034243460538633036
