,mean,std
TotEng,74989.15263333335,185.78935106495382
Density,1.0926248133333334,0.0020829265283669454
Mn,19528.400031331217,10236.260346473393
DPn,197.1,103.3251663439261
PDI,1.2747573509385282,0.0
%mm,0.9157573281346825,0.02547598831698219
herman_x,-0.004441699123243732,0.0012700849680883845
herman_y,-0.0009323216543960332,0.0019975408766476814
herman_z,0.0053740207776397635,0.002378385858081167
herman_avg,0.006758883072094877,0.0020476696207997417
shape_aniso,0.3339641636365386,0.19496081158004
Rg,585.5296252497363,237.8920743026189
ehex_kappa,0.2510272620531424,0.0014404983285700834
ehex_kappa_x,0.2523901466602255,
ehex_kappa_y,0.2511716191171504,
ehex_kappa_z,0.24952002038205137,
lav_kappa,0.28052174016475157,0.0025780469453964916
lav_kappa_x,0.27824548213120565,
lav_kappa_y,0.2833212881763017,
lav_kappa_z,0.2799984501867473,
