,mean,std
TotEng,76017.6735,152.60840654992342
Density,1.0958697000000002,0.0016239253539410247
Mn,19815.698431664383,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.9075757575757575,0.023801760945349852
herman_x,0.0036804185874354397,0.002089274000102046
herman_y,-0.0019061276762695988,0.0017070808114902662
herman_z,-0.0017742909111658552,0.001873814769866915
herman_avg,0.003755820209051838,0.0012839430745713277
shape_aniso,0.3991649444276452,0.1146597180244732
Rg,641.073308790534,194.26190813379588
ehex_kappa,0.24617504466255838,0.005343985072556696
ehex_kappa_x,0.2508587615025849,
ehex_kappa_y,0.24035392283234638,
ehex_kappa_z,0.24731244965274388,
lav_kappa,0.27743155618148263,0.0006830759566075573
lav_kappa_x,0.27821896929140494,
lav_kappa_y,0.2769981229574289,
lav_kappa_z,0.277077576295614,
mp_kappa,0.2553829311577434,0.0035366055971427102
mp_kappa_x,0.25501420931607915,
mp_kappa_y,0.25204513190300837,
mp_kappa_z,0.2590894522541426,
gk_kappa,1.38642508,0.003465310020603718
gk_kappa_x,1.3597989366666667,0.003172384798536985
gk_kappa_y,1.3915064766666665,0.0032978629793877336
gk_kappa_z,1.4079698166666665,0.006177189755537654
