,mean,std
TotEng,74969.61119999998,165.4805695291206
Density,1.0939450966666666,0.0015289527649913627
Mn,19558.12055550362,10336.32564678169
DPn,197.4,104.33522894976558
PDI,1.27930462623105,0.0
%mm,0.9020703154892251,0.02322218831886733
herman_x,-0.001222890977998748,0.0014534879754233413
herman_y,-0.007816422677354953,0.001955443895067922
herman_z,0.009039313655353716,0.001722736627244349
herman_avg,0.006751762085018566,0.0014429126041148306
shape_aniso,0.424988611524501,0.2242068875071098
Rg,618.5261781247843,220.66950867167873
ehex_kappa,0.2440784405939108,0.010368512484107726
ehex_kappa_x,0.2558676074550924,
ehex_kappa_y,0.23999153790739794,
ehex_kappa_z,0.23637617641924197,
lav_kappa,0.27375286368959856,0.004138923759180733
lav_kappa_x,0.26963739643767365,
lav_kappa_y,0.2779148517816513,
lav_kappa_z,0.2737063428494707,
