,mean,std
TotEng,113927.08966666667,221.3231094012948
Density,1.0963020033333335,0.0018556140191105493
Mn,29722.539822464787,3.637978807091713e-12
DPn,300.0,0.0
PDI,0.9999999999999999,0.0
%mm,0.9026845637583891,0.022055941912959724
herman_x,-0.005600491330277496,0.001182389202179044
herman_y,-0.00045619916933137093,0.001612888526072979
herman_z,0.006056690499608871,0.0012179535590683551
herman_avg,0.005387967128319041,0.0013121145895786726
shape_aniso,0.2322049496548853,0.15902803259369222
Rg,807.8276581081689,210.1021041241299
ehex_kappa,0.2576989571572121,0.00845206691861238
ehex_kappa_x,0.2558264408981122,
ehex_kappa_y,0.2503401747599619,
ehex_kappa_z,0.26693025581356217,
lav_kappa,0.28433510193156825,0.004625681785672889
lav_kappa_x,0.28299348430448584,
lav_kappa_y,0.28052852550489027,
lav_kappa_z,0.28948329598532857,
