,mean,std
TotEng,38543.589,171.27692372517242
Density,1.0930381033333334,0.0027003772837913055
Mn,10067.366503116915,5276.209245377261
DPn,101.6,53.25823879926936
PDI,1.2746706544805253,0.0
%mm,0.9096568541311021,0.03051730089576993
herman_x,0.004545197173903611,0.0030721636056654338
herman_y,0.006320131880521127,0.0026637412394923668
herman_z,-0.010865329054424744,0.0031542408720552388
herman_avg,0.001175296566717144,0.001931024856515813
shape_aniso,0.5111679915941935,0.25263593533599676
Rg,372.621505270697,122.55027358794956
ehex_kappa,0.22621700755954746,0.022396374464398478
ehex_kappa_x,0.24629713089241886,
ehex_kappa_y,0.20206350994178987,
ehex_kappa_z,0.23029038184443368,
lav_kappa,0.27448432926773275,0.0057554121583019155
lav_kappa_x,0.2810060778404961,
lav_kappa_y,0.2701167184376452,
lav_kappa_z,0.272330191525057,
mp_kappa,0.23804747953385216,0.018878713212054126
mp_kappa_x,0.25238303188312744,
mp_kappa_y,0.21665736998265925,
mp_kappa_z,0.24510203673576977,
gk_kappa,1.4569084333333333,0.0029205344281050946
gk_kappa_x,1.3139576733333334,0.005014806153707682
gk_kappa_y,1.48982412,0.003356359308721495
gk_kappa_z,1.5669435133333336,0.007030181946521386
