,mean,std
TotEng,114028.67899999999,232.8141893168052
Density,1.0957606066666667,0.0019645825787987688
Mn,29722.539822464787,3.637978807091713e-12
DPn,300.0,0.0
PDI,0.9999999999999999,0.0
%mm,0.9070469798657719,0.018011727382979372
herman_x,-0.006089595638407971,0.0011687710786515294
herman_y,-0.001609998769352239,0.0012501785387178535
herman_z,0.007699594407760196,0.001221528584498994
herman_avg,-0.001176495808889473,0.0012581968621161704
shape_aniso,0.36907180635638714,0.216367287304855
Rg,897.8883205819286,125.48173525886061
ehex_kappa,0.25993307131433213,0.0046247599230276
ehex_kappa_x,0.25523275499765324,
ehex_kappa_y,0.260088081587445,
ehex_kappa_z,0.264478377357898,
lav_kappa,0.2846015257515178,0.005978194144158377
lav_kappa_x,0.2814387837226135,
lav_kappa_y,0.2808690843521562,
lav_kappa_z,0.2914967091797837,
