,mean,std
TotEng,76000.18143333333,209.09086209121375
Density,1.0910216300000002,0.002122270772829673
Mn,19815.698431664383,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.9080808080808082,0.019138682142925675
herman_x,-0.0033582844859349624,0.0023758792371690153
herman_y,-0.001815253042008159,0.002227428656515806
herman_z,0.005173537527943111,0.0017136000773748691
herman_avg,-0.006545941125566136,0.0017691484628444825
shape_aniso,0.44937820661479844,0.1772850589520816
Rg,642.3930765380508,198.63610521138568
ehex_kappa,0.24559436639716203,0.010994970945116582
ehex_kappa_x,0.25246389042395484,
ehex_kappa_y,0.25140604239080083,
ehex_kappa_z,0.23291316637673043,
lav_kappa,0.27753841425924264,0.001957050567643166
lav_kappa_x,0.27881834507601183,
lav_kappa_y,0.27851132818686736,
lav_kappa_z,0.2752855695148487,
mp_kappa,0.2515373364970798,0.008393300982034599
mp_kappa_x,0.2534230930220362,
mp_kappa_y,0.2588273461314129,
mp_kappa_z,0.24236157033779038,
gk_kappa,1.37684305,0.001543863686976774
gk_kappa_x,1.4471454866666669,0.002480257921478609
gk_kappa_y,1.1400566466666668,0.0062610393968399085
gk_kappa_z,1.5433270399999999,0.005675738102728011
