,mean,std
TotEng,130001.11899999999,160.937957232829
Density,1.0491620833333333,0.0022845387469387253
Mn,20012.501549264336,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.49898989898989904,0.02660997954003937
herman_x,0.0011643933089857171,0.0015189322291818907
herman_y,0.0031204123622280743,0.0013687374910971114
herman_z,-0.004284805671213788,0.0013408031999417184
herman_avg,-0.0007868290037964914,0.002781727504451235
shape_aniso,0.3704223378803836,0.15158547064715017
Rg,662.2089070818151,109.84232982388752
ehex_kappa,0.2043717911049174,0.0072666201985929855
ehex_kappa_x,0.21143922746490282,
ehex_kappa_y,0.19692115109984742,
ehex_kappa_z,0.20475499475000192,
lav_kappa,0.22542248128541145,0.0044648180625228556
lav_kappa_x,0.22888119380420668,
lav_kappa_y,0.22700410390176606,
lav_kappa_z,0.22038214615026167,
