Q,I,S
0.505,0.24690656438420125,0.34429677271501863
0.515,0.08959063461153219,0.12065468958286159
0.525,0.15111687696840123,0.2091350188818903
0.535,0.10736369890178435,0.1484502634048249
0.545,0.16619562897373394,0.23030309153861334
0.555,0.1671068952079552,0.22538220603078093
0.5650000000000001,0.16058231951505977,0.2266787488536045
0.5750000000000001,0.738314882095091,1.0626351696036722
0.5850000000000001,0.7367311201730663,1.0762288024732916
0.5950000000000001,0.1054783272678526,0.14359365037625066
0.6050000000000001,0.37071369907732626,0.5356069319770558
0.6150000000000001,0.20480626276463468,0.29401266429239137
0.6250000000000001,0.24644053087494566,0.35145305809000077
0.6350000000000001,0.4050153999680702,0.5996961250064243
0.6450000000000001,0.8245344076367229,1.2235821042372692
0.6550000000000001,0.30988047214501285,0.45109819492002273
0.6650000000000001,0.6187897646184137,0.9179295642073955
0.6750000000000002,0.7201014258443822,1.0685301936693195
0.6850000000000002,0.4261064243381664,0.6229163577573653
0.6950000000000002,0.5991031642772824,0.8928716795219797
0.7050000000000002,0.40616189751611365,0.5859219692878821
0.7150000000000002,0.3228779205270614,0.491087903730514
0.7250000000000002,0.5212530380513103,0.7691807457214199
0.7350000000000002,0.6934870673694992,1.0489435933749793
0.7450000000000002,0.7269260847499946,1.1015548960734713
0.7550000000000002,0.8894021850867653,1.354240144341546
0.7650000000000002,0.8803682912436197,1.354799086805573
0.7750000000000002,0.554979350806666,0.8484287913396709
0.7850000000000003,0.5027553227661424,0.7523362008595962
0.7950000000000003,0.4294808922810722,0.6240008346432591
0.8050000000000003,0.8075664281395432,1.220893236593735
0.8150000000000003,0.5539009166791339,0.8401003391994826
0.8250000000000003,0.6878865953244625,1.03172636855338
0.8350000000000003,0.6324497589184316,0.9757913915313234
0.8450000000000003,0.6127704474792589,0.9450128912326959
0.8550000000000003,0.7187535697288099,1.0936635503745384
0.8650000000000003,0.5567361083358996,0.8299719500592986
0.8750000000000003,0.431230039639982,0.6307977836345761
0.8850000000000003,0.6726843549556206,1.029163756979773
0.8950000000000004,0.5958010482019765,0.9195392959985805
0.9050000000000004,0.6291087167035333,0.9662673899476812
0.9150000000000004,0.5407692105231601,0.8175448605011312
0.9250000000000004,0.4100569717004255,0.5990160988886744
0.9350000000000004,0.5245485834579056,0.7687737591429425
0.9450000000000004,0.5721774380155743,0.8810168414631929
0.9550000000000004,0.44970207268083645,0.6744888539805328
0.9650000000000004,0.5897516170374325,0.899569996414403
0.9750000000000004,0.6058971649678362,0.9173784370263225
0.9850000000000004,0.5568822748379665,0.8172898955333616
0.9950000000000004,0.5368784248298978,0.7947165617123696
1.0050000000000003,0.5896506896677283,0.8498237783725759
1.0150000000000003,0.5609541623377274,0.8293805801323587
1.0250000000000004,0.6067412256599267,0.9105841757512547
1.0350000000000004,0.48689036712085504,0.7069607646213084
1.0450000000000004,0.3547714391278625,0.5110331232871717
1.0550000000000004,0.5285279352571516,0.7917472692230659
1.0650000000000004,0.6706045942173762,1.0240068139220109
1.0750000000000004,0.45879433817228954,0.6652524120489363
1.0850000000000004,0.6579490011863414,1.041583761937665
1.0950000000000004,0.5635722374097074,0.8349884361000254
1.1050000000000004,0.518447365478846,0.7908453676049807
1.1150000000000004,0.5308974517907613,0.805887994350217
1.1250000000000004,0.4969102238086803,0.7661304754591054
1.1350000000000005,0.7025448555937824,1.0632356866722892
1.1450000000000005,0.7222609923556882,1.0876821469229259
1.1550000000000005,0.6670916729371976,1.0005918916367722
1.1650000000000005,0.724138118050113,1.0805575257292395
1.1750000000000005,0.7586593403475392,1.1265627797894384
1.1850000000000005,0.7106701860513818,1.0768453243053235
1.1950000000000005,0.6909563991488,1.0359040392235828
1.2050000000000005,0.5918303543270922,0.8714984461398942
1.2150000000000005,0.6206271941630018,0.9396501562168054
1.2250000000000005,0.6444392872294208,0.9478548915939422
1.2350000000000005,0.8091150509678848,1.2502551526919647
1.2450000000000006,0.7004441661344138,1.0898248037185188
1.2550000000000006,0.6746370481866604,1.0362125392970347
1.2650000000000006,0.6523963604279063,0.9553058752160416
1.2750000000000006,1.0272024066387402,1.6739154270466665
1.2850000000000006,0.730344736489907,1.1459981448067575
1.2950000000000006,0.6162108636545329,0.938102643190498
1.3050000000000006,0.7713068121416564,1.2113587043205614
1.3150000000000006,0.7275049184092734,1.1490184788758668
1.3250000000000006,0.8529461150359545,1.3662001065262994
1.3350000000000006,0.8340240528033692,1.3166748665795336
1.3450000000000006,0.9487758552858456,1.5743168932825329
1.3550000000000006,0.7431352618606404,1.2320351383026265
1.3650000000000007,0.7446937045504369,1.2505563622247124
1.3750000000000007,0.675720028369132,1.1133269512626005
1.3850000000000007,0.7136898027683598,1.2074886572070975
1.3950000000000007,0.7412152630116147,1.2408530219491114
1.4050000000000007,0.8003053876158079,1.3465821814021195
1.4150000000000007,0.9161773111698479,1.594649210223469
1.4250000000000007,0.7511956880314714,1.2357058122781364
1.4350000000000007,0.6814077985434054,1.1236308714749472
1.4450000000000007,0.6744015251383324,1.123821942710796
1.4550000000000007,0.6805376762351466,1.1557546171229562
1.4650000000000007,0.7081960556041215,1.2171142520418141
1.4750000000000008,0.6623388024661201,1.1418714114500246
1.4850000000000008,0.7127378812590264,1.2768424838885404
1.4950000000000008,0.6329125703285655,1.1123592897294914
1.5050000000000008,0.6556711700130151,1.1653604757494438
1.5150000000000008,0.7174138660621812,1.2893926757056187
1.5250000000000008,0.6862980516371757,1.2268252064611824
1.5350000000000008,0.7387581522353769,1.3140924449412048
1.5450000000000008,0.7625712099504304,1.3891553817043474
1.5550000000000008,0.6923585360176194,1.2647704421104788
1.5650000000000008,0.6161507922929035,1.094334737919859
1.5750000000000008,0.6554858081364042,1.192009892762239
1.5850000000000009,0.6679811917342344,1.246313414676406
1.5950000000000009,0.5917349494403845,1.1040363325886096
1.6050000000000009,0.6749485590344105,1.2411578857782017
1.6150000000000009,0.6121478205439863,1.1256204567941426
1.6250000000000009,0.5213890818617802,0.9532720700744187
1.635000000000001,0.5343898177145514,0.9988636178265163
1.645000000000001,0.5136026395572918,0.9341517985335192
1.655000000000001,0.5147982869351909,0.9763489435874699
1.665000000000001,0.5125271534020034,0.9790568002431156
1.675000000000001,0.58957024636508,1.1561197495437496
1.685000000000001,0.4947513495593003,0.9620628114005596
1.695000000000001,0.5077898093679383,0.9863084275286961
1.705000000000001,0.5092926307046763,1.0164325639247624
1.715000000000001,0.48758210620449177,0.9778877951078455
1.725000000000001,0.527831090551241,1.0674715642601984
1.735000000000001,0.5020318749204346,0.986653585218181
1.745000000000001,0.5039523581020968,1.0198179022819234
1.755000000000001,0.48794825199975844,0.9665888661162501
1.765000000000001,0.4776002349295266,0.9376166557380015
1.775000000000001,0.45658194304178384,0.9172708451973398
1.785000000000001,0.42672773739693776,0.8616218741183769
1.795000000000001,0.5037808567652284,1.0108524283946556
1.805000000000001,0.46400365448580394,0.9508693259136843
1.815000000000001,0.4415175371664764,0.9146569678220445
1.825000000000001,0.4101685411671549,0.8366523456966356
1.835000000000001,0.41917159836276974,0.8561769295918737
1.845000000000001,0.46420199999617145,0.9701039391213857
1.855000000000001,0.42665636300668625,0.8948814341695288
1.865000000000001,0.38205669017801885,0.7998857553300398
1.875000000000001,0.40170942195378695,0.8472159270396031
1.8850000000000011,0.38686503163507446,0.8143590276496778
1.8950000000000011,0.3878502941962615,0.8158866741330246
1.9050000000000011,0.3908780030739584,0.8189190498058456
1.9150000000000011,0.4234192169831029,0.9048189445575158
1.9250000000000012,0.40515191104846743,0.8678567140104277
1.9350000000000012,0.3947793298870088,0.8608199888837403
1.9450000000000012,0.3919079559397245,0.8399551237187757
1.9550000000000012,0.39710595618953953,0.8819913154976669
1.9650000000000012,0.379114400350609,0.8407344916386822
1.9750000000000012,0.3760599651410255,0.8096134652812743
1.9850000000000012,0.38251587548605853,0.850103165006447
1.9950000000000012,0.37740766714516083,0.816199524378504
2.0050000000000012,0.35380066031207047,0.7746820334013111
2.0150000000000015,0.3538483620995896,0.7932426769785246
2.0250000000000012,0.342944172930994,0.7614140114634405
2.035000000000001,0.3503109712735399,0.7737500738294123
2.0450000000000013,0.33388923243568014,0.7402549487891416
2.0550000000000015,0.3378292507875594,0.7485559830529782
2.0650000000000013,0.33849453512698136,0.7543278231568707
2.075000000000001,0.3742112216404835,0.8540154335630095
2.0850000000000013,0.3593147189726049,0.8131158526660535
2.0950000000000015,0.31260813615653404,0.705456879647589
2.1050000000000013,0.31679491861717746,0.7168876329705132
2.115000000000001,0.329080904383316,0.7570243142782794
2.1250000000000013,0.3413876708970015,0.7905879949853288
2.1350000000000016,0.3355590869487829,0.7712284985293407
2.1450000000000014,0.31927466741838306,0.7365846508161084
2.155000000000001,0.303666840440345,0.7091197490928091
2.1650000000000014,0.3089713384589351,0.7209424735405988
2.1750000000000016,0.31555567108456795,0.7423584692244021
2.1850000000000014,0.3144519836892245,0.7443869347634
2.195000000000001,0.32164145174567094,0.7756549473392106
2.2050000000000014,0.34908387316966966,0.8270282870326592
2.2150000000000016,0.3410295819838292,0.8188862659022831
2.2250000000000014,0.3517089683840328,0.8677560351918039
2.235000000000001,0.3343617454261113,0.8140571418800577
2.2450000000000014,0.3224206080662083,0.7882722279548687
2.2550000000000017,0.30776942257816203,0.7622520555019042
2.2650000000000015,0.3147198805785768,0.7700692834720828
2.2750000000000012,0.30725930825810105,0.7597381120848011
2.2850000000000015,0.30760984768352734,0.7711917390967861
2.2950000000000017,0.3034213773625092,0.7672831269779573
2.3050000000000015,0.32236313884249607,0.8176190111019094
