,mean,std
TotEng,-87956.6611,153.40763021965532
Density,0.8948901813333333,0.0018800971402723374
Mn,11214.535701264209,0.0
DPn,200.0,0.0
PDI,1.0000000000000002,0.0
%mm,0.0,0.0
herman_x,-0.006676080570396524,0.0025476437502158435
herman_y,-0.017002257210181056,0.0020695451474772625
herman_z,0.02367833778057756,0.0021989425283554824
herman_avg,-0.006120093132710975,0.0016282605807588786
shape_aniso,0.3611267362897547,0.18925436364014536
Rg,491.76243583504856,133.97587265238857
ehex_kappa,0.26556580955567094,0.011606764876098139
ehex_kappa_x,0.26912268986362126,
ehex_kappa_y,0.25259681790745686,
ehex_kappa_z,0.2749779208959346,
lav_kappa,0.29352203368957713,0.030162814393532553
lav_kappa_x,0.27296923837943404,
lav_kappa_y,0.27944720291889535,
lav_kappa_z,0.32814965977040195,
