,mean,std
TotEng,-87741.38149999999,168.3834124250785
Density,0.88788622,0.002462452166375961
Mn,11214.535701264209,0.0
DPn,200.0,0.0
PDI,1.0000000000000002,0.0
%mm,0.0,0.0
herman_x,0.00842308913300078,0.0016195480257887075
herman_y,-0.008912522301511598,0.00154699663815772
herman_z,0.0004894331685108393,0.0016775873973421435
herman_avg,0.005018931092029383,0.0018086083336970834
shape_aniso,0.278838295758475,0.08893608692961844
Rg,499.25834027457057,75.30006175572117
ehex_kappa,0.2685385089384715,0.006180182866286054
ehex_kappa_x,0.27019788229997005,
ehex_kappa_y,0.2737196059251067,
ehex_kappa_z,0.2616980385903375,
