,mean,std
TotEng,16725.522233333333,127.74207907333479
Density,0.8393745079999998,0.0030855470218751724
Mn,5608.275675664004,9.094947017729282e-13
DPn,200.0,0.0
PDI,1.0000000000000002,0.0
%mm,0.0,0.0
herman_x,0.004541900878989369,0.004551702219339502
herman_y,0.022440758569267208,0.005372156892427373
herman_z,-0.026982659448256584,0.004876118117240997
herman_avg,-0.01633151178468926,0.0040146357582683725
shape_aniso,0.25877184778961715,0.1284504151668637
Rg,342.21736440313924,68.54473515767474
ehex_kappa,0.3416514765436313,0.014994378086733595
ehex_kappa_x,0.3584998834614872,
ehex_kappa_y,0.33668122190535404,
ehex_kappa_z,0.32977332426405254,
lav_kappa,0.4268263959776586,0.042432814195148244
lav_kappa_x,0.44432046195925257,
lav_kappa_y,0.45771535625174276,
lav_kappa_z,0.3784433697219805,
