,mean,std
TotEng,16738.1487,131.48836348203125
Density,0.8376021206666665,0.0026544045098781804
Mn,5608.275675664004,9.094947017729282e-13
DPn,200.0,0.0
PDI,1.0000000000000002,0.0
%mm,0.0,0.0
herman_x,-0.01136714830362708,0.00474491336570383
herman_y,0.014268304246531282,0.003954450472132842
herman_z,-0.002901155942904204,0.003286034770595069
herman_avg,0.01874150300315563,0.0032228451382756308
shape_aniso,0.24808436843875042,0.09361057477578057
Rg,358.5787388982868,122.0142338525788
ehex_kappa,0.34333865074111936,0.053612480012973786
ehex_kappa_x,0.28279820962858143,
ehex_kappa_y,0.3848088380636787,
ehex_kappa_z,0.3624089045310979,
lav_kappa,0.43483527306365016,0.051312656509803815
lav_kappa_x,0.38397010015458316,
lav_kappa_y,0.4865840020316895,
lav_kappa_z,0.43395171700467794,
