,mean,std
TotEng,57677.89653333333,196.191058701449
Density,1.01917504,0.002148941126036825
Mn,20814.5357012643,0.0
DPn,200.0,0.0
PDI,0.9999999999999998,0.0
%mm,0.5030303030303032,0.03274659611605521
herman_x,-0.009870367075516341,0.0015900607987024188
herman_y,-0.0005660611242032206,0.002097032669666432
herman_z,0.010436428199719554,0.0018649525077910818
herman_avg,-0.010686261563779761,0.001897770849389669
shape_aniso,0.4262763371445068,0.177725475528825
Rg,689.1742387215678,177.69473699502976
ehex_kappa,0.18200578151906935,0.005370982602522842
ehex_kappa_x,0.18208328267136425,
ehex_kappa_y,0.17659646772337523,
ehex_kappa_z,0.18733759416246862,
lav_kappa,0.22915984307450307,0.00738628643589011
lav_kappa_x,0.22906755477163693,
lav_kappa_y,0.22182013321540492,
lav_kappa_z,0.23659184123646732,
