,mean,std
TotEng,56594.12769999999,155.11192661010944
Density,1.0206816600000002,0.0021970058470877863
Mn,20814.5357012643,0.0
DPn,200.0,0.0
PDI,0.9999999999999998,0.0
%mm,0.498989898989899,0.04039141216794384
herman_x,-0.00771720535419429,0.0018770016910846842
herman_y,0.0068323078120968534,0.0019810586259752
herman_z,0.0008848975420974522,0.001957061829245731
herman_avg,0.002058107828276158,0.0013092532140103344
shape_aniso,0.3602002954219274,0.18832443272901297
Rg,700.4832594817037,183.37516675875534
ehex_kappa,0.18332957656258989,0.012898815047770741
ehex_kappa_x,0.19598808103324208,
ehex_kappa_y,0.18379746549553866,
ehex_kappa_z,0.17020318315898902,
lav_kappa,0.2321571574437883,0.003067415345543232
lav_kappa_x,0.2301841320410958,
lav_kappa_y,0.2356911031613926,
lav_kappa_z,0.23059623712887645,
