# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020
  17 0.825 1627.69 303.556
  18 0.875 1589.11 309.473
  19 0.925 1570.54 331.305
  20 0.975 1545.09 340.441
36000 20 32019.999999999993
  1 0.025 1599.99 346.88
  2 0.075 1583.07 343.369
  3 0.125 1620.79 332.664
  4 0.175 1616.74 316.953
  5 0.225 1569.26 306.008
  6 0.275 1568.61 295.545
  7 0.325 1607.74 288.593
  8 0.375 1649.83 273.923
  9 0.425 1633.81 260.027
  10 0.475 1615.55 247.445
  11 0.525 1600.77 252.321
  12 0.575 1646.8 255.504
  13 0.625 1575.91 264.886
  14 0.675 1621.98 272.726
  15 0.725 1613.66 281.72
  16 0.775 1576.01 292.452
  17 0.825 1618.19 303.607
  18 0.875 1580.98 309.874
  19 0.925 1575.12 330.515
  20 0.975 1545.19 342.084
37000 20 32020
  1 0.025 1596.41 346.522
  2 0.075 1575.16 339.985
  3 0.125 1585.51 327.614
  4 0.175 1612.76 318.536
  5 0.225 1552.42 306.224
  6 0.275 1580.52 296.787
  7 0.325 1624.28 288.549
  8 0.375 1631.46 277.277
  9 0.425 1639.55 261.101
  10 0.475 1632.88 253.146
  11 0.525 1606.53 250.627
  12 0.575 1655.63 251.399
  13 0.625 1575.76 265.935
  14 0.675 1617.68 272.902
  15 0.725 1630.28 284.411
  16 0.775 1567.82 291.729
  17 0.825 1627.15 300.529
  18 0.875 1603.84 309.626
  19 0.925 1566 330.028
  20 0.975 1538.36 341.354
38000 20 32020.000000000004
  1 0.025 1611.71 345.874
  2 0.075 1563.97 335.99
  3 0.125 1596.05 329.191
  4 0.175 1606.25 315.02
  5 0.225 1555.98 306.989
  6 0.275 1555.46 296.126
  7 0.325 1613.24 288.597
  8 0.375 1623.09 278.36
  9 0.425 1632.83 264.139
  10 0.475 1624.44 252.954
  11 0.525 1602.82 251.98
  12 0.575 1663.42 254.546
  13 0.625 1580.45 268.799
  14 0.675 1620.39 276.786
  15 0.725 1634.22 283.496
  16 0.775 1577.38 287.741
  17 0.825 1648.21 300.227
  18 0.875 1596.62 311.008
  19 0.925 1574.34 328.668
  20 0.975 1539.13 345.635
39000 20 32020
  1 0.025 1617.33 348.506
  2 0.075 1560.89 335.132
  3 0.125 1604.3 326.61
  4 0.175 1620.44 313.918
  5 0.225 1548.51 305.468
  6 0.275 1562.37 297.127
  7 0.325 1629.36 287.651
  8 0.375 1616.21 280.923
  9 0.425 1619.61 263.249
  10 0.475 1618.91 252.004
  11 0.525 1606.59 250.727
  12 0.575 1655.01 255.068
  13 0.625 1572.75 267.706
  14 0.675 1615.61 276.325
  15 0.725 1632.1 283.016
  16 0.775 1581.46 285.177
  17 0.825 1649.63 298.824
  18 0.875 1581.88 316.523
  19 0.925 1571.73 330.279
  20 0.975 1555.31 345.093
40000 20 32020
  1 0.025 1618.7 344.524
  2 0.075 1563.61 339.285
  3 0.125 1591.88 329.588
  4 0.175 1618.13 310.676
  5 0.225 1527.8 302.996
  6 0.275 1580.84 297.719
  7 0.325 1618.45 287.815
  8 0.375 1611.97 280.202
  9 0.425 1639.66 260.73
  10 0.475 1616.52 254.605
  11 0.525 1630.66 248.577
  12 0.575 1663.55 255.222
  13 0.625 1575.91 267.176
  14 0.675 1624.76 277.113
  15 0.725 1637.54 281.291
  16 0.775 1575.19 291.636
  17 0.825 1630.18 299.336
  18 0.875 1586.2 313.41
  19 0.925 1568.25 329.769
  20 0.975 1540.2 338.768
41000 20 32020.000000000004
  1 0.025 1607.15 348.294
  2 0.075 1567.92 341.148
  3 0.125 1609.27 326.54
  4 0.175 1600.71 314.426
  5 0.225 1543.04 304.529
  6 0.275 1567.06 301.584
  7 0.325 1635.77 285.757
  8 0.375 1617.76 277.218
  9 0.425 1628.78 264.291
  10 0.475 1598.25 252.8
  11 0.525 1626.71 252.975
  12 0.575 1666.55 258.735
  13 0.625 1574.52 265.575
  14 0.675 1629.84 275.27
  15 0.725 1636.1 282.153
  16 0.775 1573.7 288.118
  17 0.825 1627.92 300.937
  18 0.875 1586.93 313.859
  19 0.925 1589.62 329.663
  20 0.975 1532.4 342.434
42000 20 32019.999999999996
  1 0.025 1615.22 346.768
  2 0.075 1540.31 339.949
  3 0.125 1594.55 324.213
  4 0.175 1595.35 317.685
  5 0.225 1551.31 305.796
  6 0.275 1585.9 299.428
  7 0.325 1630.02 286.003
  8 0.375 1605.21 278.674
  9 0.425 1648.81 267.335
  10 0.475 1602.83 255.173
  11 0.525 1623.32 254.686
  12 0.575 1669.69 253.128
  13 0.625 1564.51 265.719
  14 0.675 1620.71 273.403
  15 0.725 1627.72 280.018
  16 0.775 1567.7 289.998
  17 0.825 1629.37 299.906
  18 0.875 1597.81 313.577
  19 0.925 1598.13 331.722
  20 0.975 1551.53 334.033
43000 20 32020
  1 0.025 1612.97 347.857
  2 0.075 1554.54 340.886
  3 0.125 1613.29 324.107
  4 0.175 1595.5 314.738
  5 0.225 1552.09 308.929
  6 0.275 1566.99 301.098
  7 0.325 1632.1 287.79
  8 0.375 1608.73 276.669
  9 0.425 1639.86 267.007
  10 0.475 1624.71 253.492
  11 0.525 1614.8 251.434
  12 0.575 1677.21 250.368
  13 0.625 1565.94 265.207
  14 0.675 1612.2 270.858
  15 0.725 1635.14 284.842
  16 0.775 1559.42 290.74
  17 0.825 1629.63 298.243
  18 0.875 1594.81 314.321
  19 0.925 1584.48 328.966
