,mean,std
TotEng,113654.74699999999,210.21005214243175
Density,1.0953620766666667,0.0014932954138030103
Mn,29722.539822464787,3.637978807091713e-12
DPn,300.0,0.0
PDI,0.9999999999999999,0.0
%mm,0.4825503355704698,0.03228459992162604
herman_x,0.004121939192642458,0.0011817434231190791
herman_y,0.0009507472694162554,0.0018106109457981584
herman_z,-0.005072686462058743,0.001666245819356421
herman_avg,-0.0014342405894973655,0.0014245777049322454
shape_aniso,0.32630118657372603,0.14105907655448305
Rg,835.6941989919445,194.7767602809047
ehex_kappa,0.2612927150094668,0.009054360996151523
ehex_kappa_x,0.2611176893918079,
ehex_kappa_y,0.25232713566293286,
ehex_kappa_z,0.27043331997365966,
lav_kappa,0.2855678212440745,0.0030429405637844784
lav_kappa_x,0.2825484946751957,
lav_kappa_y,0.28863383846562846,
lav_kappa_z,0.2855211305913994,
