,mean,std
TotEng,113376.14833333335,253.21562463480632
Density,1.0953734466666667,0.0015277059600936936
Mn,29643.28509133841,16884.280673771977
DPn,299.2,170.43051369986534
PDI,1.3244236187881,0.0
%mm,0.48846203050608833,0.032800275290750205
herman_x,-0.0001238851369542124,0.0011988651045515845
herman_y,-0.005418323180786129,0.0012484300878667668
herman_z,0.005542208317740359,0.001139399740458906
herman_avg,-0.002205312947567138,0.0012199536575339218
shape_aniso,0.36794776098365833,0.3059499593700551
Rg,721.4026154157676,233.09275754811114
ehex_kappa,0.25985784716311233,0.003205756238608795
ehex_kappa_x,0.2589520590210564,
ehex_kappa_y,0.26341904204690963,
ehex_kappa_z,0.257202440421371,
lav_kappa,0.28655689015084324,0.005529871102215544
lav_kappa_x,0.29228319677858433,
lav_kappa_y,0.28124699743300363,
lav_kappa_z,0.28614047624094174,
