,mean,std
TotEng,76800.05293333335,182.70038041029008
Density,1.0932079366666667,0.002132083368927568
Mn,20083.183149216045,10613.094268615123
DPn,202.7,107.1289410010199
PDI,1.2792665667191752,0.0
%mm,0.4812229837604097,0.0324049761800017
herman_x,-0.0007455484109456566,0.0014977897936155945
herman_y,-0.0003597218879937369,0.0018697905386435396
herman_z,0.0011052702989393917,0.001889541356949908
herman_avg,0.0027203829138137074,0.0015223244488694917
shape_aniso,0.32268776000929456,0.22810999513813596
Rg,670.4938396082268,176.38650156331605
ehex_kappa,0.24766998552148975,0.0025880445961522134
ehex_kappa_x,0.2446902028499729,
ehex_kappa_y,0.24935646336382644,
ehex_kappa_z,0.24896329035066986,
lav_kappa,0.28251337075987143,0.001363414284475388
lav_kappa_x,0.2813600709255104,
lav_kappa_y,0.28401809563639446,
lav_kappa_z,0.2821619457177093,
