,mean,std
TotEng,113685.447,266.8959826851059
Density,1.0925033933333335,0.0011113148869177905
Mn,29722.539822464787,3.637978807091713e-12
DPn,300.0,0.0
PDI,0.9999999999999999,0.0
%mm,0.4976510067114093,0.025908561271084058
herman_x,-0.013882789064038822,0.001614840730672258
herman_y,0.0012928816820744562,0.001314204384834038
herman_z,0.012589907381964359,0.0012723086475434663
herman_avg,0.0004887841492207954,0.0014988162526571047
shape_aniso,0.3233310677726523,0.2107754456286182
Rg,855.459068063783,142.2687213346898
ehex_kappa,0.2543370110190112,0.010825166924896913
ehex_kappa_x,0.2448977216229803,
ehex_kappa_y,0.25196024107825543,
ehex_kappa_z,0.2661530703557978,
lav_kappa,0.28528370025581207,0.013033105179611697
lav_kappa_x,0.2720198878090317,
lav_kappa_y,0.28575806718535307,
lav_kappa_z,0.29807314577305144,
