,mean,std
TotEng,37804.64673333333,136.12295341495184
Density,1.0983707833333334,0.003275688951706698
Mn,9908.857040864099,1.8189894035458565e-12
DPn,100.0,0.0
PDI,1.0000000000000004,0.0
%mm,0.46734693877551026,0.039730453742717914
herman_x,-0.02042114927535404,0.003797759646538036
herman_y,0.02465160517625243,0.0027315922494209055
herman_z,-0.0042304559008983725,0.0035237777529137887
herman_avg,-0.013825229349213496,0.0026138364326015366
shape_aniso,0.47082743597814103,0.17878331417866175
Rg,437.25989934711316,127.79553396920883
ehex_kappa,0.23244856165386898,0.013537838665986481
ehex_kappa_x,0.23495162359754376,
ehex_kappa_y,0.21783386913897324,
ehex_kappa_z,0.24456019222508996,
lav_kappa,0.28816305852747476,0.007228581514370395
lav_kappa_x,0.28141170221104245,
lav_kappa_y,0.2957892403765874,
lav_kappa_z,0.2872882329947944,
