,mean,std
TotEng,75722.80519999999,220.36052374913461
Density,1.0939308533333332,0.0016410988042568871
Mn,19815.698431664383,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.4904040404040404,0.0463134342322909
herman_x,-0.00022155609469730466,0.0017079864242408802
herman_y,-0.0026073777183951877,0.0013637472247089652
herman_z,0.002828933813092505,0.001795307176656566
herman_avg,0.002712090573467602,0.0015801323721373447
shape_aniso,0.29604540753571074,0.12951423683500737
Rg,584.3703860850269,126.55475963882375
ehex_kappa,0.25669059273773615,0.011135013467804308
ehex_kappa_x,0.26347924623457086,
ehex_kappa_y,0.2438398310002165,
ehex_kappa_z,0.2627527009784212,
lav_kappa,0.2853353365134475,0.004056088370088143
lav_kappa_x,0.28925166540770686,
lav_kappa_y,0.2811526206823403,
lav_kappa_z,0.28560172345029533,
