,mean,std
TotEng,113953.56833333331,195.0730129814919
Density,1.0916858966666667,0.0017380734577316591
Mn,29772.074029418825,16175.797063408376
DPn,300.5,163.27905560726396
PDI,1.2951978561187534,0.0
%mm,0.5073487878375116,0.039362696915907866
herman_x,-0.004835141375717147,0.0017036124596452298
herman_y,0.006732495078728801,0.0016141609495469416
herman_z,-0.0018973537030116537,0.001338700689320082
herman_avg,0.0035042643075530516,0.0017029623586006025
shape_aniso,0.4224645686134574,0.3220155665983993
Rg,790.6500814098495,152.4601171771039
ehex_kappa,0.260130993435096,0.01101574601163304
ehex_kappa_x,0.24761390214687573,
ehex_kappa_y,0.2683487428599751,
ehex_kappa_z,0.2644303352984371,
lav_kappa,0.2842426639452748,0.0046900628557378105
lav_kappa_x,0.27884155066731525,
lav_kappa_y,0.28728625281270875,
lav_kappa_z,0.2866001883558004,
