,mean,std
TotEng,38030.4899,120.99225406222754
Density,1.0940051,0.0027757467740759656
Mn,9948.484406427318,5472.523402176328
DPn,100.4,55.23984069491873
PDI,1.3025947632110033,0.0
%mm,0.5079917244862725,0.04991270422331148
herman_x,0.004711905928872312,0.002314408307753705
herman_y,0.00255667637266961,0.0021633770340159595
herman_z,-0.007268582301541924,0.0027544796548467326
herman_avg,-0.0066985621593805686,0.002488248017486478
shape_aniso,0.5694988666643211,0.3125424099853446
Rg,471.27179928678896,132.13256871876976
ehex_kappa,0.22536999227253385,0.00867677479701031
ehex_kappa_x,0.21536480961515658,
ehex_kappa_y,0.22991578947645613,
ehex_kappa_z,0.23082937772598885,
lav_kappa,0.27281108847273233,0.006531924102772878
lav_kappa_x,0.26757614933102775,
lav_kappa_y,0.2707261552937797,
lav_kappa_z,0.28013096079338945,
