,mean,std
TotEng,37908.99763333333,136.83886583420644
Density,1.0933124233333333,0.00249268613093741
Mn,9908.857040864099,1.8189894035458565e-12
DPn,100.0,0.0
PDI,1.0000000000000004,0.0
%mm,0.4908163265306123,0.04966568785158349
herman_x,0.008546467108399949,0.0030333711554891727
herman_y,0.014509065689069175,0.0030886452455168947
herman_z,-0.02305553279746914,0.002852666524387592
herman_avg,-0.0029133227191956343,0.0036945646041773132
shape_aniso,0.3762274784012056,0.15412490176253466
Rg,398.35019654364567,125.2561327072785
ehex_kappa,0.22752606576192957,0.004520889849255464
ehex_kappa_x,0.2308058047381908,
ehex_kappa_y,0.2223689630977363,
ehex_kappa_z,0.2294034294498616,
lav_kappa,0.27737890568997553,0.009826221661867642
lav_kappa_x,0.28275249537649494,
lav_kappa_y,0.2833464757892668,
lav_kappa_z,0.2660377459041648,
