,mean,std
TotEng,75789.75223333335,162.0878447751118
Density,1.0940709499999999,0.0020364246047575737
Mn,19815.698431664383,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.509090909090909,0.036823689158703404
herman_x,-0.007801366613750747,0.001850550051291575
herman_y,0.006153168746207993,0.002003615588918556
herman_z,0.0016481978675427723,0.0016599493660437712
herman_avg,-0.007093491040584856,0.0018393496654290225
shape_aniso,0.39346718050894613,0.16587312134125196
Rg,632.5893203212878,102.79622112738281
ehex_kappa,0.24990627807241492,0.011009335600422146
ehex_kappa_x,0.23826101727346624,
ehex_kappa_y,0.25131343612387547,
ehex_kappa_z,0.26014438081990304,
lav_kappa,0.28350494011522964,0.007154981633573081
lav_kappa_x,0.27524670356235026,
lav_kappa_y,0.28784597572055887,
lav_kappa_z,0.2874221410627797,
