,mean,std
TotEng,36822.78669999999,136.5748373222412
Density,1.0921083866666668,0.002910038209339535
Mn,9631.465481921707,5190.23949340072
DPn,97.2,52.39045714631625
PDI,1.2903956128167207,0.0
%mm,0.5046648370801935,0.0529113542562014
herman_x,0.012474002965684494,0.0032188038134461725
herman_y,0.0033581272043991745,0.002780173392944191
herman_z,-0.015832130170083673,0.0029695603657365938
herman_avg,0.011156293391608604,0.002682529097175003
shape_aniso,0.4585294844211104,0.21546615798401283
Rg,356.8709848526123,120.8847816455601
ehex_kappa,0.22732356722653968,0.00721311861749538
ehex_kappa_x,0.21905168771858136,
ehex_kappa_y,0.23230276687190643,
ehex_kappa_z,0.2306162470891312,
lav_kappa,0.2757282310654073,0.0046100218733832665
lav_kappa_x,0.27461036868069005,
lav_kappa_y,0.28079438861548284,
lav_kappa_z,0.27177993590004906,
