,mean,std
TotEng,113687.85833333334,228.64312677459566
Density,1.0931811066666666,0.0012260495793353884
Mn,29712.632981074024,16991.22652860379
DPn,299.9,171.51002886128848
PDI,1.327014630344929,0.0
%mm,0.5164076585797229,0.02575909412718416
herman_x,0.010738855317836603,0.0017390069098110713
herman_y,-0.016602420245318907,0.0018129440923195256
herman_z,0.005863564927482323,0.0016916110852412637
herman_avg,-0.00023326550698331598,0.001106831987804906
shape_aniso,0.39528629317812575,0.2760637588917912
Rg,936.4475498596688,229.096917310364
ehex_kappa,0.26115668761536326,0.014284687901190434
ehex_kappa_x,0.27763594773029926,
ehex_kappa_y,0.2535317102912553,
ehex_kappa_z,0.2523024048245353,
lav_kappa,0.2878810626962684,0.01206432577466395
lav_kappa_x,0.3006685648229582,
lav_kappa_y,0.2767011024422227,
lav_kappa_z,0.28627352082362423,
