,mean,std
TotEng,36598.52783333333,124.24615446573318
Density,1.0963701866666669,0.002622827132317926
Mn,9581.93127496771,5423.314806114292
DPn,96.7,54.743127422535885
PDI,1.3203491130615348,0.0
%mm,0.48868140721035036,0.09293016125993481
herman_x,0.021892468720786533,0.0027104429553760924
herman_y,-0.0198275837157505,0.002047338131686624
herman_z,-0.0020648850050360486,0.0022248961560483336
herman_avg,0.018943319959585002,0.0026109491678948517
shape_aniso,0.44244466717401887,0.22532763752523818
Rg,345.9438475467291,173.4116312397335
ehex_kappa,0.22406548004085405,0.006923391488654265
ehex_kappa_x,0.22862636406808906,
ehex_kappa_y,0.2274711704890031,
ehex_kappa_z,0.21609890556547007,
lav_kappa,0.2789003196865696,0.012192536071750224
lav_kappa_x,0.29278778834292185,
lav_kappa_y,0.269953688306607,
lav_kappa_z,0.2739594824101798,
