,mean,std
TotEng,75770.06593333333,185.68738623082925
Density,1.09351272,0.0014728667768487515
Mn,19815.698431664383,0.0
DPn,200.0,0.0
PDI,1.0,0.0
%mm,0.4883838383838384,0.030725174089404315
herman_x,-0.0044896475350206695,0.0020180887555099987
herman_y,-0.006647207202625726,0.0018729024408131137
herman_z,0.011136854737646413,0.0022927375872173516
herman_avg,-0.00824313048383239,0.0018527752457787527
shape_aniso,0.280136733728624,0.12783343464657662
Rg,630.4461313963568,166.06613641064368
ehex_kappa,0.2534754159322081,0.007829818702374602
ehex_kappa_x,0.25773373280623507,
ehex_kappa_y,0.24443929622685542,
ehex_kappa_z,0.25825321876353385,
lav_kappa,0.28311298605390733,0.005539986052025351
lav_kappa_x,0.2807650066725951,
lav_kappa_y,0.2791336573888498,
lav_kappa_z,0.28944029410027705,
