,mean,std
TotEng,75853.753,209.8084000422205
Density,1.0925569400000001,0.0017908473695721404
Mn,19825.605273055226,10694.200111751688
DPn,200.1,107.94762618974073
PDI,1.290966977407427,0.0
%mm,0.5115076902158426,0.0380428240620715
herman_x,-0.0027031434137608475,0.0015182932669486463
herman_y,-0.0019335129513558624,0.001822741807693046
herman_z,0.004636656365116715,0.0019021471137868843
herman_avg,0.00014299852484931982,0.001898235910714531
shape_aniso,0.2927286599557045,0.18555367684689064
Rg,591.6663542768041,211.50343973854336
ehex_kappa,0.25126374782280236,0.005768523356674307
ehex_kappa_x,0.247361523901784,
ehex_kappa_y,0.24853988940167587,
ehex_kappa_z,0.25788983016494726,
lav_kappa,0.2823149357967644,0.00606165933083355
lav_kappa_x,0.2788712534600438,
lav_kappa_y,0.2787595141503788,
lav_kappa_z,0.2893140397798707,
