,mean,std
TotEng,113730.39166666666,273.8073329549163
Density,1.09069449,0.0014844653632618417
Mn,29722.539822464787,3.637978807091713e-12
DPn,300.0,0.0
PDI,0.9999999999999999,0.0
%mm,0.5083892617449665,0.01105346918926214
herman_x,0.002512467899058765,0.0012370601419025187
herman_y,-0.002690155547656747,0.0012574215287644163
herman_z,0.00017768764859798163,0.0013041195258630153
herman_avg,0.002185631931159959,0.0012578173833489195
shape_aniso,0.2581310480700205,0.11034887573303098
Rg,741.5378517840087,159.14300171830226
ehex_kappa,0.25926745185818795,0.0061796323151283835
ehex_kappa_x,0.25217040807532703,
ehex_kappa_y,0.2634577156824038,
ehex_kappa_z,0.26217423181683314,
lav_kappa,0.27957136206207694,0.006380907379146451
lav_kappa_x,0.2724655558127527,
lav_kappa_y,0.28143707309881766,
lav_kappa_z,0.2848114572746604,
